Region,Wine,LWIN11,Vintage,LWIN7,Index,Sub-Index,Latitude,Longitude,Mar-Sept avg rainfall ,Critic Score
Rhone,"Domaine de la Janasse, Chateauneuf du Pape Vieilles Vignes",11139702013,2013,1113970,Rhone 100,Southern Rhone 50,,,,
Rhone,"Domaine de la Janasse, Chateauneuf du Pape Vieilles Vignes",11139702012,2012,1113970,Rhone 100,Southern Rhone 50,,,,
Rhone,"Domaine de la Janasse, Chateauneuf du Pape Vieilles Vignes",11139702011,2011,1113970,Rhone 100,Southern Rhone 50,,,,
Rhone,"Domaine de la Janasse, Chateauneuf du Pape Vieilles Vignes",11139702010,2010,1113970,Rhone 100,Southern Rhone 50,,,,
Rhone,"Domaine de la Janasse, Chateauneuf du Pape Vieilles Vignes",11139702009,2009,1113970,Rhone 100,Southern Rhone 50,,,,
Rhone,"Domaine de la Janasse, Chateauneuf du Pape Vieilles Vignes",11139702018,2018,1113970,Rhone 100,Southern Rhone 50,,,,
Rhone,"Domaine Jean Louis Chave, Hermitage",11100122017,2017,1110012,Rhone 100,Northern Rhone 50,,,,
Rhone,"Domaine Jean Louis Chave, Hermitage",11100122016,2016,1110012,Rhone 100,Northern Rhone 50,,,,
Rhone,"Domaine Jean Louis Chave, Hermitage",11100122015,2015,1110012,Rhone 100,Northern Rhone 50,,,,
Rhone,"Domaine Jean Louis Chave, Hermitage",11100122014,2014,1110012,Rhone 100,Northern Rhone 50,,,,
Rhone,"Domaine Jean Louis Chave, Hermitage",11100122013,2013,1110012,Rhone 100,Northern Rhone 50,,,,
Rhone,"Domaine Jean Louis Chave, Hermitage",11100122012,2012,1110012,Rhone 100,Northern Rhone 50,,,,
Rhone,"Domaine Jean Louis Chave, Hermitage",11100122011,2011,1110012,Rhone 100,Northern Rhone 50,,,,
Rhone,"Domaine Jean Louis Chave, Hermitage",11100122010,2010,1110012,Rhone 100,Northern Rhone 50,,,,
Rhone,"Domaine Jean Louis Chave, Hermitage",11100122009,2009,1110012,Rhone 100,Northern Rhone 50,,,,
Rhone,"Domaine Jean Louis Chave, Hermitage",11100122008,2008,1110012,Rhone 100,Northern Rhone 50,,,,
Burgundy (white),"Domaine Leflaive, Batard Montrachet",10733682018,2018,1073368,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Domaine Leflaive, Batard Montrachet",10733682017,2017,1073368,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Domaine Leflaive, Batard Montrachet",10733682016,2016,1073368,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Domaine Leflaive, Batard Montrachet",10733682015,2015,1073368,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Domaine Leflaive, Batard Montrachet",10733682014,2014,1073368,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Domaine Leflaive, Batard Montrachet",10733682013,2013,1073368,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Domaine Leflaive, Batard Montrachet",10733682012,2012,1073368,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Domaine Leflaive, Batard Montrachet",10733682011,2011,1073368,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Domaine Leflaive, Batard Montrachet",10733682010,2010,1073368,Burgundy150,White Burgundy ,,,,
Burgundy (White),"Domaine Leflaive, Batard Montrachet",10733682009,2009,1073368,Burgundy150,White Burgundy ,,,,
Burgundy (red),"Domaine Ponsot, Clos Roche Vv",10515082018,2018,1051508,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Ponsot, Clos Roche Vv",10515082017,2017,1051508,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Ponsot, Clos Roche Vv",10515082016,2016,1051508,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Ponsot, Clos Roche Vv",10515082015,2015,1051508,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Ponsot, Clos Roche Vv",10515082014,2014,1051508,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Ponsot, Clos Roche Vv",10515082013,2013,1051508,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Ponsot, Clos Roche Vv",10515082012,2012,1051508,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Ponsot, Clos Roche Vv",10515082011,2011,1051508,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Ponsot, Clos Roche Vv",10515082010,2010,1051508,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Ponsot, Clos Roche Vv",10515082009,2009,1051508,Burgundy150,Red Burgundy ,,,,
United States,Dominus,11227502017,2017,1122750,Rest of the World 60,Rest of the World ,,,,
United States,Dominus,11227502016,2016,1122750,Rest of the World 60,Rest of the World ,,,,
United States,Dominus,11227502015,2015,1122750,Rest of the World 60,Rest of the World ,,,,
United States,Dominus,11227502014,2014,1122750,Rest of the World 60,Rest of the World ,,,,
United States,Dominus,11227502013,2013,1122750,Rest of the World 60,Rest of the World ,,,,
United States,Dominus,11227502012,2012,1122750,Rest of the World 60,Rest of the World ,,,,
United States,Dominus,11227502011,2011,1122750,Rest of the World 60,Rest of the World ,,,,
United States,Dominus,11227502010,2010,1122750,Rest of the World 60,Rest of the World ,,,,
United States,Dominus,11227502009,2009,1122750,Rest of the World 60,Rest of the World ,,,,
United States,Dominus,11227502008,2008,1122750,Rest of the World 60,Rest of the World ,,,,
Burgundy (red),"DRC, Echezeaux",10286582017,2017,1028658,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Echezeaux",10286582015,2015,1028658,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Echezeaux",10286582014,2014,1028658,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Echezeaux",10286582013,2013,1028658,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Echezeaux",10286582012,2012,1028658,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Echezeaux",10286582011,2011,1028658,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Echezeaux",10286582010,2010,1028658,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Echezeaux",10286582009,2009,1028658,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Echezeaux",10286582008,2008,1028658,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Echezeaux",10286582007,2007,1028658,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Grands Echezeaux",10286612017,2017,1028661,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Grands Echezeaux",10286612015,2015,1028661,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Grands Echezeaux",10286612014,2014,1028661,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Grands Echezeaux",10286612013,2013,1028661,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Grands Echezeaux",10286612012,2012,1028661,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Grands Echezeaux",10286612011,2011,1028661,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Grands Echezeaux",10286612010,2010,1028661,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Grands Echezeaux",10286612009,2009,1028661,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Grands Echezeaux",10286612008,2008,1028661,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Grands Echezeaux",10286612007,2007,1028661,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Richebourg",10286742017,2017,1028674,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Richebourg",10286742016,2016,1028674,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Richebourg",10286742015,2015,1028674,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Richebourg",10286742014,2014,1028674,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Richebourg",10286742013,2013,1028674,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Richebourg",10286742012,2012,1028674,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Richebourg",10286742011,2011,1028674,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Richebourg",10286742010,2010,1028674,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Richebourg",10286742009,2009,1028674,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Richebourg",10286742008,2008,1028674,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Conti",10286872017,2017,1028687,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Conti",10286872016,2016,1028687,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Conti",10286872015,2015,1028687,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Conti",10286872014,2014,1028687,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Conti",10286872013,2013,1028687,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Conti",10286872012,2012,1028687,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Conti",10286872011,2011,1028687,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Conti",10286872010,2010,1028687,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Conti",10286872009,2009,1028687,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Conti",10286872008,2008,1028687,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Saint Vivant",10286902017,2017,1028690,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Saint Vivant",10286902016,2016,1028690,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Saint Vivant",10286902015,2015,1028690,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Saint Vivant",10286902014,2014,1028690,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Saint Vivant",10286902013,2013,1028690,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Saint Vivant",10286902012,2012,1028690,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Saint Vivant",10286902011,2011,1028690,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Saint Vivant",10286902010,2010,1028690,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Saint Vivant",10286902009,2009,1028690,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Romanee Saint Vivant",10286902008,2008,1028690,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Tache",10287042017,2017,1028704,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Tache",10287042016,2016,1028704,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Tache",10287042015,2015,1028704,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Tache",10287042014,2014,1028704,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Tache",10287042013,2013,1028704,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Tache",10287042012,2012,1028704,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Tache",10287042011,2011,1028704,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Tache",10287042010,2010,1028704,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Tache",10287042009,2009,1028704,Burgundy150,DRC,,,,
Burgundy (red),"DRC, Tache",10287042008,2008,1028704,Burgundy150,DRC,,,,
Bordeaux (Red),Ducru Beaucaillou,10094792017,2017,1009479,Bordeaux 500,Left Bank 200,45.1509,0.7346,470,
Bordeaux (Red),Ducru Beaucaillou,10094792016,2016,1009479,Bordeaux 500,Left Bank 200,45.1509,0.7346,418,
Bordeaux (Red),Ducru Beaucaillou,10094792015,2015,1009479,Bordeaux 500,Left Bank 200,45.1509,0.7346,353,
Bordeaux (Red),Ducru Beaucaillou,10094792014,2014,1009479,Bordeaux 500,Left Bank 200,45.1509,0.7346,473,
Bordeaux (Red),Ducru Beaucaillou,10094792013,2013,1009479,Bordeaux 500,Left Bank 200,45.1509,0.7346,526,
Bordeaux (Red),Ducru Beaucaillou,10094792012,2012,1009479,Bordeaux 500,Left Bank 200,45.1509,0.7346,440,
Bordeaux (Red),Ducru Beaucaillou,10094792011,2011,1009479,Bordeaux 500,Left Bank 200,45.1509,0.7346,269,
Bordeaux (Red),Ducru Beaucaillou,10094792010,2010,1009479,Bordeaux 500,Left Bank 200,45.1509,0.7346,278,
Bordeaux (Red),Ducru Beaucaillou,10094792009,2009,1009479,Bordeaux 500,Left Bank 200,45.1509,0.7346,420,
Bordeaux (Red),Ducru Beaucaillou,10094792008,2008,1009479,Bordeaux 500,Left Bank 200,45.1509,0.7346,,
Bordeaux (Red),Duhart Milon,10094822017,2017,1009482,Bordeaux 500,Left Bank 200,45.1979,-0.747,470,
Bordeaux (Red),Duhart Milon,10094822016,2016,1009482,Bordeaux 500,Left Bank 200,45.1979,-0.747,418,
Bordeaux (Red),Duhart Milon,10094822015,2015,1009482,Bordeaux 500,Left Bank 200,45.1979,-0.747,353,
Bordeaux (Red),Duhart Milon,10094822014,2014,1009482,Bordeaux 500,Left Bank 200,45.1979,-0.747,473,
Bordeaux (Red),Duhart Milon,10094822013,2013,1009482,Bordeaux 500,Left Bank 200,45.1979,-0.747,526,
Bordeaux (Red),Duhart Milon,10094822012,2012,1009482,Bordeaux 500,Left Bank 200,45.1979,-0.747,440,
Bordeaux (Red),Duhart Milon,10094822011,2011,1009482,Bordeaux 500,Left Bank 200,45.1979,-0.747,269,
Bordeaux (Red),Duhart Milon,10094822010,2010,1009482,Bordeaux 500,Left Bank 200,45.1979,-0.747,278,
Bordeaux (Red),Duhart Milon,10094822009,2009,1009482,Bordeaux 500,Left Bank 200,45.1979,-0.747,420,
Bordeaux (Red),Duhart Milon,10094822008,2008,1009482,Bordeaux 500,Left Bank 200,45.1979,-0.747,,
Bordeaux (Red),Eglise Clinet,10095672017,2017,1009567,Bordeaux 500,Right Bank 100,44.9328,-0.1992,470,
Bordeaux (Red),Eglise Clinet,10095672016,2016,1009567,Bordeaux 500,Right Bank 100,44.9328,-0.1992,418,
Bordeaux (Red),Eglise Clinet,10095672015,2015,1009567,Bordeaux 500,Right Bank 100,44.9328,-0.1992,353,
Bordeaux (Red),Eglise Clinet,10095672014,2014,1009567,Bordeaux 500,Right Bank 100,44.9328,-0.1992,473,
Bordeaux (Red),Eglise Clinet,10095672013,2013,1009567,Bordeaux 500,Right Bank 100,44.9328,-0.1992,526,
Bordeaux (Red),Eglise Clinet,10095672012,2012,1009567,Bordeaux 500,Right Bank 100,44.9328,-0.1992,440,
Bordeaux (Red),Eglise Clinet,10095672011,2011,1009567,Bordeaux 500,Right Bank 100,44.9328,-0.1992,269,
Bordeaux (Red),Eglise Clinet,10095672010,2010,1009567,Bordeaux 500,Right Bank 100,44.9328,-0.1992,278,
Bordeaux (Red),Eglise Clinet,10095672009,2009,1009567,Bordeaux 500,Right Bank 100,44.9328,-0.1992,420,
Bordeaux (Red),Eglise Clinet,10095672008,2008,1009567,Bordeaux 500,Right Bank 100,44.9328,-0.1992,,
Bordeaux (Red),Evangile,10096422017,2017,1009642,Bordeaux 500,Right Bank 100,44.9258,0.192,470,
Bordeaux (Red),Evangile,10096422016,2016,1009642,Bordeaux 500,Right Bank 100,44.9258,0.192,418,
Bordeaux (Red),Evangile,10096422015,2015,1009642,Bordeaux 500,Right Bank 100,44.9258,0.192,353,
Bordeaux (Red),Evangile,10096422014,2014,1009642,Bordeaux 500,Right Bank 100,44.9258,0.192,473,
Bordeaux (Red),Evangile,10096422013,2013,1009642,Bordeaux 500,Right Bank 100,44.9258,0.192,526,
Bordeaux (Red),Evangile,10096422012,2012,1009642,Bordeaux 500,Right Bank 100,44.9258,0.192,440,
Bordeaux (Red),Evangile,10096422011,2011,1009642,Bordeaux 500,Right Bank 100,44.9258,0.192,269,
Bordeaux (Red),Evangile,10096422010,2010,1009642,Bordeaux 500,Right Bank 100,44.9258,0.192,278,
Bordeaux (Red),Evangile,10096422009,2009,1009642,Bordeaux 500,Right Bank 100,44.9258,0.192,420,
Bordeaux (Red),Evangile,10096422008,2008,1009642,Bordeaux 500,Right Bank 100,44.9258,0.192,,
Bordeaux (Red),Fleur Petrus,10101072017,2017,1010107,Bordeaux 500,Right Bank 100,44.93061,-0.20013,470,
Bordeaux (Red),Fleur Petrus,10101072016,2016,1010107,Bordeaux 500,Right Bank 100,44.93061,-0.20013,418,
Bordeaux (Red),Fleur Petrus,10101072015,2015,1010107,Bordeaux 500,Right Bank 100,44.93061,-0.20013,353,
Bordeaux (Red),Fleur Petrus,10101072014,2014,1010107,Bordeaux 500,Right Bank 100,44.93061,-0.20013,473,
Bordeaux (Red),Fleur Petrus,10101072013,2013,1010107,Bordeaux 500,Right Bank 100,44.93061,-0.20013,526,
Bordeaux (Red),Fleur Petrus,10101072012,2012,1010107,Bordeaux 500,Right Bank 100,44.93061,-0.20013,440,
Bordeaux (Red),Fleur Petrus,10101072011,2011,1010107,Bordeaux 500,Right Bank 100,44.93061,-0.20013,269,
Bordeaux (Red),Fleur Petrus,10101072010,2010,1010107,Bordeaux 500,Right Bank 100,44.93061,-0.20013,278,
Bordeaux (Red),Fleur Petrus,10101072009,2009,1010107,Bordeaux 500,Right Bank 100,44.93061,-0.20013,420,
Bordeaux (Red),Fleur Petrus,10101072008,2008,1010107,Bordeaux 500,Right Bank 100,44.93061,-0.20013,,
Bordeaux (Red),Forts Latour,10103092014,2014,1010309,Bordeaux 500,Second Wines 50 ,43.8725,3.0305,473,
Bordeaux (Red),Forts Latour,10103092013,2013,1010309,Bordeaux 500,Second Wines 50 ,43.8725,3.0305,526,
Bordeaux (Red),Forts Latour,10103092012,2012,1010309,Bordeaux 500,Second Wines 50 ,43.8725,3.0305,440,
Bordeaux (Red),Forts Latour,10103092011,2011,1010309,Bordeaux 500,Second Wines 50 ,43.8725,3.0305,269,
Bordeaux (Red),Forts Latour,10103092010,2010,1010309,Bordeaux 500,Second Wines 50 ,43.8725,3.0305,278,
Bordeaux (Red),Forts Latour,10103092009,2009,1010309,Bordeaux 500,Second Wines 50 ,43.8725,3.0305,420,
Bordeaux (Red),Forts Latour,10103092008,2008,1010309,Bordeaux 500,Second Wines 50 ,43.8725,3.0305,,
Bordeaux (Red),Forts Latour,10103092007,2007,1010309,Bordeaux 500,Second Wines 50 ,43.8725,3.0305,,
Bordeaux (Red),Forts Latour,10103092006,2006,1010309,Bordeaux 500,Second Wines 50 ,43.8725,3.0305,,
Bordeaux (Red),Forts Latour,10103092005,2005,1010309,Bordeaux 500,Second Wines 50 ,43.8725,3.0305,,
Italy,"Gaja, Barbaresco",10996052017,2017,1099605,Italy 100,Italy,,,,
Italy,"Gaja, Barbaresco",10996052016,2016,1099605,Italy 100,Italy,,,,
Italy,"Gaja, Barbaresco",10996052015,2015,1099605,Italy 100,Italy,,,,
Italy,"Gaja, Barbaresco",10996052014,2014,1099605,Italy 100,Italy,,,,
Italy,"Gaja, Barbaresco",10996052013,2013,1099605,Italy 100,Italy,,,,
Italy,"Gaja, Barbaresco",10996052012,2012,1099605,Italy 100,Italy,,,,
Italy,"Gaja, Barbaresco",10996052011,2011,1099605,Italy 100,Italy,,,,
Italy,"Gaja, Barbaresco",10996052010,2010,1099605,Italy 100,Italy,,,,
Italy,"Gaja, Barbaresco",10996052009,2009,1099605,Italy 100,Italy,,,,
Italy,"Gaja, Barbaresco",10996052008,2008,1099605,Italy 100,Italy,,,,
Italy,"Gaja, Sori San Lorenzo",11748892017,2017,1174889,Italy 100,Italy,,,,
Italy,"Gaja, Sori San Lorenzo",11748892016,2016,1174889,Italy 100,Italy,,,,
Italy,"Gaja, Sori San Lorenzo",11748892015,2015,1174889,Italy 100,Italy,,,,
Italy,"Gaja, Sori San Lorenzo",11748892014,2014,1174889,Italy 100,Italy,,,,
Italy,"Gaja, Sori San Lorenzo",11748892013,2013,1174889,Italy 100,Italy,,,,
Italy,"Gaja, Sori San Lorenzo",11748892011,2011,1174889,Italy 100,Italy,,,,
Italy,"Gaja, Sori San Lorenzo",11748892010,2010,1174889,Italy 100,Italy,,,,
Italy,"Gaja, Sori San Lorenzo",11748892009,2009,1174889,Italy 100,Italy,,,,
Italy,"Gaja, Sori San Lorenzo",11748892008,2008,1174889,Italy 100,Italy,,,,
Italy,"Gaja, Sori San Lorenzo",11748892007,2007,1174889,Italy 100,Italy,,,,
Italy,"Gaja, Sperss",10996342016,2016,1099634,Italy 100,Italy,,,,
Italy,"Gaja, Sperss",10996342015,2015,1099634,Italy 100,Italy,,,,
Italy,"Gaja, Sperss",10996342014,2014,1099634,Italy 100,Italy,,,,
Italy,"Gaja, Sperss",10996342013,2013,1099634,Italy 100,Italy,,,,
Italy,"Gaja, Sperss",10996342011,2011,1099634,Italy 100,Italy,,,,
Italy,"Gaja, Sperss",10996342010,2010,1099634,Italy 100,Italy,,,,
Italy,"Gaja, Sperss",10996342009,2009,1099634,Italy 100,Italy,,,,
Italy,"Gaja, Sperss",10996342008,2008,1099634,Italy 100,Italy,,,,
Italy,"Gaja, Sperss",10996342007,2007,1099634,Italy 100,Italy,,,,
Italy,"Gaja, Sperss",10996342006,2006,1099634,Italy 100,Italy,,,,
Burgundy (red),"Georges Roumier, Bonnes Mares",10567892018,2018,1056789,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Georges Roumier, Bonnes Mares",10567892017,2017,1056789,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Georges Roumier, Bonnes Mares",10567892016,2016,1056789,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Georges Roumier, Bonnes Mares",10567892015,2015,1056789,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Georges Roumier, Bonnes Mares",10567892014,2014,1056789,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Georges Roumier, Bonnes Mares",10567892013,2013,1056789,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Georges Roumier, Bonnes Mares",10567892012,2012,1056789,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Georges Roumier, Bonnes Mares",10567892011,2011,1056789,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Georges Roumier, Bonnes Mares",10567892010,2010,1056789,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Georges Roumier, Bonnes Mares",10567892009,2009,1056789,Burgundy150,Red Burgundy ,,,,
Italy,"Giacomo Conterno, Barolo Riserva Monfortino",10984352014,2014,1098435,Italy 100,Italy,,,,
Italy,"Giacomo Conterno, Barolo Riserva Monfortino",10984352013,2013,1098435,Italy 100,Italy,,,,
Italy,"Giacomo Conterno, Barolo Riserva Monfortino",10984352010,2010,1098435,Italy 100,Italy,,,,
Italy,"Giacomo Conterno, Barolo Riserva Monfortino",10984352008,2008,1098435,Italy 100,Italy,,,,
Italy,"Giacomo Conterno, Barolo Riserva Monfortino",10984352006,2006,1098435,Italy 100,Italy,,,,
Italy,"Giacomo Conterno, Barolo Riserva Monfortino",10984352005,2005,1098435,Italy 100,Italy,,,,
Italy,"Giacomo Conterno, Barolo Riserva Monfortino",10984352004,2004,1098435,Italy 100,Italy,,,,
Italy,"Giacomo Conterno, Barolo Riserva Monfortino",10984352002,2002,1098435,Italy 100,Italy,,,,
Italy,"Giacomo Conterno, Barolo Riserva Monfortino",10984352001,2001,1098435,Italy 100,Italy,,,,
Italy,"Giacomo Conterno, Barolo Riserva Monfortino",10984352000,2000,1098435,Italy 100,Italy,,,,
Bordeaux (Red),Grand Puy Lacoste,10107872017,2017,1010787,Bordeaux 500,Left Bank 200,45.189545,-0.766758,470,
Bordeaux (Red),Grand Puy Lacoste,10107872016,2016,1010787,Bordeaux 500,Left Bank 200,45.189545,-0.766758,418,
Bordeaux (Red),Grand Puy Lacoste,10107872015,2015,1010787,Bordeaux 500,Left Bank 200,45.189545,-0.766758,353,
Bordeaux (Red),Grand Puy Lacoste,10107872014,2014,1010787,Bordeaux 500,Left Bank 200,45.189545,-0.766758,473,
Bordeaux (Red),Grand Puy Lacoste,10107872013,2013,1010787,Bordeaux 500,Left Bank 200,45.189545,-0.766758,526,
Bordeaux (Red),Grand Puy Lacoste,10107872012,2012,1010787,Bordeaux 500,Left Bank 200,45.189545,-0.766758,440,
Bordeaux (Red),Grand Puy Lacoste,10107872011,2011,1010787,Bordeaux 500,Left Bank 200,45.189545,-0.766758,269,
Bordeaux (Red),Grand Puy Lacoste,10107872010,2010,1010787,Bordeaux 500,Left Bank 200,45.189545,-0.766758,278,
Bordeaux (Red),Grand Puy Lacoste,10107872009,2009,1010787,Bordeaux 500,Left Bank 200,45.189545,-0.766758,420,
Bordeaux (Red),Grand Puy Lacoste,10107872008,2008,1010787,Bordeaux 500,Left Bank 200,45.189545,-0.766758,,
Bordeaux (Red),Gruaud Larose,10110742017,2017,1011074,Bordeaux 500,Left Bank 200,45.1445,0.7509,470,
Bordeaux (Red),Gruaud Larose,10110742016,2016,1011074,Bordeaux 500,Left Bank 200,45.1445,0.7509,418,
Bordeaux (Red),Gruaud Larose,10110742015,2015,1011074,Bordeaux 500,Left Bank 200,45.1445,0.7509,353,
Bordeaux (Red),Gruaud Larose,10110742014,2014,1011074,Bordeaux 500,Left Bank 200,45.1445,0.7509,473,
Bordeaux (Red),Gruaud Larose,10110742013,2013,1011074,Bordeaux 500,Left Bank 200,45.1445,0.7509,526,
Bordeaux (Red),Gruaud Larose,10110742012,2012,1011074,Bordeaux 500,Left Bank 200,45.1445,0.7509,440,
Bordeaux (Red),Gruaud Larose,10110742011,2011,1011074,Bordeaux 500,Left Bank 200,45.1445,0.7509,269,
Bordeaux (Red),Gruaud Larose,10110742010,2010,1011074,Bordeaux 500,Left Bank 200,45.1445,0.7509,278,
Bordeaux (Red),Gruaud Larose,10110742009,2009,1011074,Bordeaux 500,Left Bank 200,45.1445,0.7509,420,
Bordeaux (Red),Gruaud Larose,10110742008,2008,1011074,Bordeaux 500,Left Bank 200,45.1445,0.7509,,
Rhone,"Guigal, Cote Rotie Ampuis",11131722016,2016,1113172,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Ampuis",11131722015,2015,1113172,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Ampuis",11131722014,2014,1113172,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Ampuis",11131722013,2013,1113172,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Ampuis",11131722012,2012,1113172,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Ampuis",11131722011,2011,1113172,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Ampuis",11131722010,2010,1113172,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Ampuis",11131722009,2009,1113172,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Ampuis",11131722008,2008,1113172,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Ampuis",11131722007,2007,1113172,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Landonne",11131982016,2016,1113198,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Landonne",11131982015,2015,1113198,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Landonne",11131982014,2014,1113198,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Landonne",11131982013,2013,1113198,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Landonne",11131982012,2012,1113198,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Landonne",11131982011,2011,1113198,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Landonne",11131982010,2010,1113198,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Landonne",11131982009,2009,1113198,Rhone 100,Northern Rhone 50,,,,
Rhone,"Guigal, Cote Rotie Landonne",11131982008,2008,1113198,Rhone 100,Northern Rhone 50,,,,
